listing_name,city,country,price_raw,property_type,guests,bedrooms,beds,baths,host_name,is_superhost,is_guest_favorite,rating,reviews,scrape_date,url
2 separated apts in 1 price! Unique downtown views,Budapest,Hungary,,Entire rental unit,6.0,2.0,3.0,2.0,NigelSuperhost,1,1,4.96,96316,2026-07-07,https://www.airbnb.com/rooms/32633387?search_mode=regular_search&adults=1&check_in=2027-01-03&check_out=2027-01-08&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3Pgyw6b1TRvVb4r&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Lovely 2-bedroom apartment at the Vaci Street,Budapest,Hungary,,Entire serviced apartment,4.0,2.0,,1.5,KataSuperhost,1,1,4.75,75186,2026-07-07,https://www.airbnb.com/rooms/659821296221628990?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P343Ygi2vJcQTWjf&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Brooklyn Vibes • Captivating Loft in City Center,Budapest,Hungary,1500 EUR,Entire loft,4.0,2.0,2.0,1.0,Kriszti,1,1,4.9,9455,2026-07-07,https://www.airbnb.com/rooms/24813872?search_mode=regular_search&adults=1&check_in=2026-07-18&check_out=2026-07-23&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3RZwAd8DWK4mGAn&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Loft design apartment over the City,Budapest,Hungary,,Entire loft,4.0,2.0,2.0,1.5,EvaSuperhost,1,1,4.81,81284,2026-07-07,https://www.airbnb.com/rooms/1960518?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3V5d9jIMfXZxCfP&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Luxury City Center Dream Home with Stunning View,Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,2.5,MihalySuperhost,1,1,4.92,92241,2026-07-07,https://www.airbnb.com/rooms/53538639?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3gKYS7dB5z1AOWE&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Private Skyline rooftop Jacuzzi • Luxury Penthouse,Budapest,Hungary,€300,Entire rental unit,5.0,2.0,3.0,2.0,Victoria Kamilla,1,1,4.85,85219,2026-07-07,https://www.airbnb.com/rooms/686318164214576223?search_mode=regular_search&adults=1&check_in=2026-07-29&check_out=2026-08-03&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3tsxu1Q5Gc8Gkhg&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
"Facing the Basilica, Premium Home",Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,1.5,RobertSuperhost,1,1,4.98,98529,2026-07-07,https://www.airbnb.com/rooms/19938044?search_mode=regular_search&adults=1&check_in=2026-08-27&check_out=2026-09-01&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3WxPPdCpfakn40o&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Stylish Apt for 4 in Budapest Historic Center,Budapest,Hungary,,Entire rental unit,4.0,2.0,2.0,1.5,AlexaSuperhost,1,1,4.93,93437,2026-07-07,https://www.airbnb.com/rooms/18805229?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3FNdOlOrYkPXCKQ&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
"Petra's Apartment, FREE Private parking, Downtown",Budapest,Hungary,$8,Entire rental unit,5.0,2.0,3.0,2.0,PetraSuperhost,1,1,4.93,93153,2026-07-07,https://www.airbnb.com/rooms/836045386696751877?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3fexF6MWmHX6McT&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Free Garage I 2 BR I top floor,Budapest,Hungary,,Entire condo,4.0,2.0,2.0,1.0,ZsuzsaSuperhost,1,1,4.92,92132,2026-07-07,https://www.airbnb.com/rooms/641330490814740912?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3jfW7hBPhVAdVZq&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Zene Family Apartment,Budapest,Hungary,,Entire rental unit,5.0,2.0,4.0,1.0,Elena,1,1,4.97,9739,2026-07-07,https://www.airbnb.com/rooms/1440563010529090649?search_mode=regular_search&adults=1&check_in=2026-09-14&check_out=2026-09-19&children=0&infants=0&pets=0&source_impression_id=p3_1783434477_P3kW-_Rhd_6edzh3&previous_page_section_name=1000&federated_search_id=d2c3701d-bce8-4520-9a36-4c56a6d28728
Stay tuned,Budapest,Hungary,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1329808372822053995?search_mode=regular_search&adults=1&check_in=2026-08-24&check_out=2026-08-29&children=0&infants=0&pets=0&source_impression_id=p3_1783434586_P3bVTLLo-aIU-L54&previous_page_section_name=1000&federated_search_id=34e7e778-c216-4871-a2e9-6acc3fca11b9
Luxe Skyline Serenity Retreat by Dohany Synagogue,Budapest,Hungary,$175,Entire rental unit,4.0,2.0,2.0,2.0,Danny,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1720943454833887685?search_mode=regular_search&adults=1&check_in=2026-07-16&check_out=2026-07-21&children=0&infants=0&pets=0&source_impression_id=p3_1783434587_P3KiZu-_Fw4E_au8&previous_page_section_name=1000&federated_search_id=34e7e778-c216-4871-a2e9-6acc3fca11b9
BP Epicenter 2bedr & 2 bathr in the center M1/2/3,Budapest,Hungary,,Entire condo,6.0,2.0,3.0,2.0,BarbaraSuperhost,1,1,4.98,98536,2026-07-07,https://www.airbnb.com/rooms/12486959?search_mode=regular_search&adults=1&check_in=2026-10-04&check_out=2026-10-09&children=0&infants=0&pets=0&source_impression_id=p3_1783434587_P3J2bqHW1SqALnx5&previous_page_section_name=1000&federated_search_id=34e7e778-c216-4871-a2e9-6acc3fca11b9
Breathtaking Panorama view 3Br balcony,Budapest,Hungary,300 EUR,Entire rental unit,7.0,3.0,4.0,1.0,Andr,1,1,4.96,9628,2026-07-07,https://www.airbnb.com/rooms/1412849164363843231?search_mode=regular_search&adults=1&check_in=2026-08-22&check_out=2026-08-27&children=0&infants=0&pets=0&source_impression_id=p3_1783434587_P3-ZlX8oQZBfZ1UR&previous_page_section_name=1000&federated_search_id=34e7e778-c216-4871-a2e9-6acc3fca11b9
Walk Everywhere | Santa Justa Apartment w/ AC,Lisbon,Portugal,,Entire rental unit,4.0,2.0,3.0,1.5,Bridge,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1693345982978097970?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3Gnc7VnXy-66GGz&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Almargem Loft with Amazing River Views,Lisbon,Portugal,,Entire loft,4.0,2.0,2.0,2.0,GestHomes By Alexandra,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1716167126611621330?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3XqxROJRz8PNFdb&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
GuestReady - Captain's residence R/C near Alfama,Lisbon,Portugal,€200,Entire rental unit,4.0,2.0,2.0,1.0,GuestReady,1,0,4.51,92,2026-07-07,https://www.airbnb.com/rooms/949930765875393495?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3aHw0QVA4LaCVKR&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
GuestReady - Charming Boaventura GF Duplex,Lisbon,Portugal,€200,Entire rental unit,4.0,2.0,3.0,2.0,GuestReady,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1720822774068878328?search_mode=regular_search&adults=1&check_in=2026-08-26&check_out=2026-08-31&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3MuSSw44gAMgGBF&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Alfama Family Retreat Apart. w/Garden& RiverView,Lisbon,Portugal,,Entire rental unit,5.0,3.0,3.0,1.0,RitaSuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1699538116839903307?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3sBYumUdumCjsfG&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Work-Ready 3-Bed in Alvalade · Office · Sleeps 6,Lisbon,Portugal,,Entire rental unit,6.0,3.0,4.0,2.0,Gon,1,0,5.0,5,2026-07-07,https://www.airbnb.com/rooms/1699933374137230468?search_mode=regular_search&adults=1&check_in=2026-07-17&check_out=2026-07-22&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3ZNnV06jPuWmvr3&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Portas da Se T2 River and City View,Lisbon,Portugal,15EUR,Entire rental unit,4.0,2.0,3.0,1.0,Portas Do Sol,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1699149674341473751?search_mode=regular_search&adults=1&check_in=2026-08-13&check_out=2026-08-18&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3mWVauFY2ZfIkQw&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
FLH Heart of Rossio Apartment IV,Lisbon,Portugal,,Entire rental unit,5.0,2.0,3.0,2.0,Feels Like Home,1,1,5.0,08,2026-07-07,https://www.airbnb.com/rooms/1555328649473234417?search_mode=regular_search&adults=1&check_in=2026-09-29&check_out=2026-10-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P30QmQSnBoRCGhtE&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Stay tuned,Lisbon,Portugal,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1704898901427122952?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3MrE3xcjNetAm2_&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Refuge in the Heart of Alfama,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,1.5,Cristiana GomesSuperhost,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1702315908151020999?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P38bnHoDZUFz1X9m&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Elegant T2 next to Av. Liberdade,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,1.0,DanielNew HostListing highligh,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1716162181839828927?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3ESfEgqyudnPgaq&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Chiado Prime With Terrace by Homing,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,3.0,Homing,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1721695206260322118?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3xYB1XTRdBP1aSX&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
2BR w/ AC & Terrace 180° Tagus Views – Santos,Lisbon,Portugal,€15,Entire rental unit,4.0,2.0,2.0,1.0,Corentin,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1721173765425308380?search_mode=regular_search&adults=1&check_in=2026-08-31&check_out=2026-09-05&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3jzm0xoJrUfP81F&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Bright & Elegant Duplex in Baixa-Chiado,Lisbon,Portugal,,Entire rental unit,6.0,2.0,3.0,2.5,Gl,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1714578845616093666?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3HzsXm6V8eFI9Y6&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
"Elegant 3BR Lapa Residence | Balcony, AC & Parking",Lisbon,Portugal,€25,Entire rental unit,6.0,3.0,3.0,3.0,BnBird Homes Lda,1,1,5.0,010,2026-07-07,https://www.airbnb.com/rooms/1642670769307352629?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3PiJGifvKbHoJtg&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Elegant 2-Bedroom Apartment in Central Lisbon,Lisbon,Portugal,,Entire condo,6.0,2.0,4.0,2.0,Jos,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1709696258477586277?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3HOXlsonkiOqp53&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
Les Deux Mariettes Pink House,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,Les Deux MariettesSuperhost,1,0,4.82,17,2026-07-07,https://www.airbnb.com/rooms/1582461083149298694?search_mode=regular_search&adults=1&check_in=2026-07-28&check_out=2026-08-02&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3w71uBXF9dI8x6O&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
FLH Heart of Rossio Apartment VI,Lisbon,Portugal,,Entire rental unit,4.0,2.0,3.0,2.0,Feels Like Home,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1723088999220759193?search_mode=regular_search&adults=1&check_in=2026-07-08&check_out=2026-07-13&children=0&infants=0&pets=0&source_impression_id=p3_1783434632_P3UeeFPNEVvDjseb&previous_page_section_name=1000&federated_search_id=b2b641d4-f5de-428f-93c8-e6b046d9a33a
THE miniPENTHOUSE terrace & SPA,Lisbon,Portugal,,Entire rental unit,4.0,2.0,4.0,2.0,CarlosSuperhost,1,1,5.0,0235,2026-07-07,https://www.airbnb.com/rooms/45307024?search_mode=regular_search&adults=1&check_in=2027-01-12&check_out=2027-01-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434792_P37_JTBijOMmpa18&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
"Juniper Apartment, Alfama, Lisbon",Lisbon,Portugal,€120,Entire rental unit,8.0,3.0,5.0,2.5,Tiago,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1719619302271729569?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P30RrZRjsvK0U_wy&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
"LUXURIOUS, BRIGHT & LARGE TERRACE WITH GREAT VIEW",Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,CourtesySuperhost,1,1,5.0,0121,2026-07-07,https://www.airbnb.com/rooms/52998826?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3Sek7yKjJaSu27M&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Almargem Apartments D,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,GestHomes By Alexandra,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1716165636265277146?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3Zj8CY3MXFZsv7D&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Lisbon Alcântara View,Lisbon,Portugal,,Entire rental unit,6.0,3.0,4.0,1.0,Walter,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1710000519536545534?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3aGwQZk35b-AF45&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
MY LX FLAT Restauradores Prestige View Suites,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.5,Patr,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1707812790069596688?search_mode=regular_search&adults=1&check_in=2026-07-14&check_out=2026-07-19&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3mh5ITTT1jRpWl-&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Estrela Skyline Retreat with Terrace,Lisbon,Portugal,€25,Entire rental unit,4.0,2.0,2.0,2.0,BnBird Homes Lda,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1680498756037292833?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3Dp9fcnPQ1_VKNK&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Elegant Alfama T2 w/ exclusive Garden & Tejo View,Lisbon,Portugal,,Entire condo,4.0,2.0,2.0,3.0,RitaSuperhost,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1680316856740515248?search_mode=regular_search&adults=1&check_in=2026-07-20&check_out=2026-07-25&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P35OMB1gdq8YxgIN&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Stay tuned,Lisbon,Portugal,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1674018847040972323?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3WxiUCGWHDOmsjT&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Marta – Gulbenkian Flat,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,1.0,Marta,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1711542236662845885?search_mode=regular_search&adults=1&check_in=2026-09-06&check_out=2026-09-11&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3rYLP0xkZar6A-2&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
2BR Design in Campo de Ourique,Lisbon,Portugal,€150,Entire rental unit,4.0,2.0,2.0,1.0,BnBird Homes Lda,1,0,New,1,2026-07-07,https://www.airbnb.com/rooms/1699218209807493781?search_mode=regular_search&adults=1&check_in=2026-08-13&check_out=2026-08-18&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3sp4SRqcTnF0CEf&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Persian - Luxurious 2 Bed 2 Bath Duplex in Chiado,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,AlexandreSuperhost,1,1,5.0,029,2026-07-07,https://www.airbnb.com/rooms/1234573674497903442?search_mode=regular_search&adults=1&check_in=2026-10-29&check_out=2026-11-03&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3YTDe8sSzMCEJHT&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
"Estrela Apartment ""View of Lisbon""",Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,Jorge,1,0,4.86,232,2026-07-07,https://www.airbnb.com/rooms/4370921?search_mode=regular_search&adults=1&check_in=2026-07-15&check_out=2026-07-20&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3Sib5Xt6QHqz610&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
I House in Lisbon's historic center - air conditioning,Lisbon,Portugal,,Entire home,4.0,2.0,2.0,1.0,Artur MSuperhost,1,1,4.96,96330,2026-07-07,https://www.airbnb.com/rooms/654273741207465723?search_mode=regular_search&adults=1&check_in=2026-11-15&check_out=2026-11-20&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3R8DFlQ1j1aoQwY&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Lisbon Liberty Rooftop,Lisbon,Portugal,,Entire rental unit,6.0,2.0,3.0,3.0,AnaSuperhost,1,0,4.75,20,2026-07-07,https://www.airbnb.com/rooms/1648768077559828229?search_mode=regular_search&adults=1&check_in=2026-11-19&check_out=2026-11-24&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3ye_hXc-Mu538in&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Renovated! Amazing Terraces in Alfama,Lisbon,Portugal,,Entire rental unit,3.0,2.0,2.0,1.5,Chiho,1,1,4.89,89488,2026-07-07,https://www.airbnb.com/rooms/495237?search_mode=regular_search&adults=1&check_in=2026-07-07&check_out=2026-07-12&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3C8MMqRn-ZkMZJd&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Chiado | Spacious & Luxurious,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,CourtesySuperhost,1,1,4.98,98243,2026-07-07,https://www.airbnb.com/rooms/14072055?search_mode=regular_search&adults=1&check_in=2026-07-10&check_out=2026-07-15&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3Ed_VP9ydXng1op&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Stay tuned,Lisbon,Portugal,,,,,,,,0,0,,,2026-07-07,https://www.airbnb.com/rooms/1110307378173433617?search_mode=regular_search&adults=1&check_in=2026-08-05&check_out=2026-08-10&children=0&infants=0&pets=0&source_impression_id=p3_1783434793_P3wOWgWH5DQHZBjk&previous_page_section_name=1000&federated_search_id=0e8713f9-30d2-4a3a-ab25-bc9fcac960e6
Chiado Deluxe by Homing,Lisbon,Portugal,,Entire rental unit,4.0,2.0,2.0,2.0,Homing,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1699322666713560562?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434924_P37yyjGIX5g61qdS&previous_page_section_name=1000&federated_search_id=6bd032b3-99e1-4c3f-8f7e-f601334bc7b0
Chiado Modern Attic Duplex 2-Bedroom Apartment,Lisbon,Portugal,€50,Entire rental unit,4.0,2.0,2.0,2.0,Bridge,1,0,4.77,152,2026-07-07,https://www.airbnb.com/rooms/696276650940271847?search_mode=regular_search&adults=1&check_in=2026-07-23&check_out=2026-07-28&children=0&infants=0&pets=0&source_impression_id=p3_1783434924_P3BEdrQbBQG0Rsq3&previous_page_section_name=1000&federated_search_id=6bd032b3-99e1-4c3f-8f7e-f601334bc7b0
Luxury Tailor Made Apartment in Chiado,Lisbon,Portugal,€25,Entire rental unit,4.0,2.0,2.0,2.0,Tom,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1704968249028693257?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434924_P3JtxPqHU_1mfgZg&previous_page_section_name=1000&federated_search_id=6bd032b3-99e1-4c3f-8f7e-f601334bc7b0
Duplex Terrace & AC Time Out Market,Lisbon,Portugal,,Entire loft,4.0,2.0,2.0,2.0,Jean PierreSuperhost,1,1,4.9,979,2026-07-07,https://www.airbnb.com/rooms/1294179613005595790?search_mode=regular_search&adults=1&check_in=2026-07-12&check_out=2026-07-17&children=0&infants=0&pets=0&source_impression_id=p3_1783434924_P3G36y7r3tAlX0Fb&previous_page_section_name=1000&federated_search_id=6bd032b3-99e1-4c3f-8f7e-f601334bc7b0
"Huge Balcony, King Beds Ensuite by Nine Elms Tube",London,United Kingdom,,Entire condo,8.0,4.0,4.0,3.0,IvanNew HostListing highlights,1,0,5.0,3,2026-07-07,https://www.airbnb.com/rooms/1716871477200782440?search_mode=regular_search&adults=1&check_in=2026-08-08&check_out=2026-08-13&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3vaYx7FQyp-DKUd&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Luxury Georgian Flat | Walk to Victoria Station,London,United Kingdom,,Entire rental unit,6.0,2.0,2.0,2.0,LisaSuperhost,1,0,,,2026-07-07,https://www.airbnb.com/rooms/1722666558835571600?search_mode=regular_search&adults=1&check_in=2026-07-11&check_out=2026-07-16&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3MAcRsciCZ2U1_h&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
Luxelet St Giles Residence,London,United Kingdom,,Entire rental unit,6.0,2.0,4.0,1.0,Luxelet Collection,1,1,5.0,09,2026-07-07,https://www.airbnb.com/rooms/1664496185233547107?search_mode=regular_search&adults=1&check_in=2026-07-30&check_out=2026-08-04&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3cIJ9l1mt8ugjTr&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
"2 Bedroom Flat, 1 Bathroom, furnished living room.",London,United Kingdom,,Entire rental unit,5.0,2.0,,1.0,KelvinNew HostListing highligh,1,0,5.0,4,2026-07-07,https://www.airbnb.com/rooms/1706474109804303141?search_mode=regular_search&adults=1&check_in=2026-07-19&check_out=2026-07-24&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3fs0b9RilVYmXVg&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
"London W6 - Luxe, Sauna, Bath, Parking & Cinema",London,United Kingdom,,Entire rental unit,4.0,2.0,2.0,2.0,MacSuperhost,1,0,New,2,2026-07-07,https://www.airbnb.com/rooms/1717349976491497744?search_mode=regular_search&adults=1&check_in=2026-07-09&check_out=2026-07-14&children=0&infants=0&pets=0&source_impression_id=p3_1783434955_P3uUfJlU8yWNqU_a&previous_page_section_name=1000&federated_search_id=3b0dd7d3-d2d5-46e3-8018-503487320fc5
